,poi_id,sg_id,placekey,parent_placekey,name,brands,top_category,sub_category,naics,lat,lon,address,city,region,zipcode,is_shared_polygon,has_parking_lot,is_synthetic,area_sqft
125707,125707,,222-222@8gk-tdr-k75,,Sharks Fish & Chicken,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.56178,-86.72905,7700 1st Ave N,Birmingham,AL,35206,,,,
125967,125967,,223-223@8gk-tv5-9fz,223-222@8gk-tv5-9fz,Health Street,Health Street,Medical and Diagnostic Laboratories,Medical Laboratories,621511,33.513687,-86.7503,790 Montclair Rd,Birmingham,AL,35213,,,,
126180,126180,,224-223@8gk-tct-t5f,,The Dining Room,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.55139,-86.81647,2900 27th St N,Birmingham,AL,35207,,,,
128411,128411,,zzw-222@8gk-tvb-d7q,,Geico Adamson's Auto Collision Center,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121,33.4973,-86.81721,700 8th St S,Birmingham,AL,35233,,,,
129544,129544,,225-222@8gk-tv2-t5f,,Fig Captive,,"Management, Scientific, and Technical Consulting Services",,5416,33.507236,-86.79615,2211 7th Ave S,Birmingham,AL,35233,,,,
131143,131143,,222-223@8gk-tqv-ct9,,Farmers Insurance Jerry McGaha,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.36996,-86.66738,198 Narrows Dr,Birmingham,AL,35242,,,,
132944,132944,,222-223@8gk-tdx-zvf,zzw-222@8gk-tdn-v9f,Shell Oil,Shell Oil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.55259,-86.78231,3833 E Lake Blvd,Birmingham,AL,35217,,,,
133702,133702,,222-222@8gk-ttc-brk,,Chevron,Chevron,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.52268,-86.84989,1148 Arkadelphia Rd,Birmingham,AL,35204,,,,
133937,133937,,zzw-222@8gk-tqp-h3q,,Donald W Thompson DMD,,Offices of Dentists,Offices of Dentists,621210,33.416454,-86.67165,2224 Cahaba Valley Dr Ste A1,Birmingham,AL,35242,,,,
134756,134756,,222-222@8gk-tc6-649,,US Title Loans,,Nondepository Credit Intermediation,Consumer Lending,522291,33.58241,-86.70818,9005 Parkway E,Birmingham,AL,35206,,,,
134798,134798,,zzw-222@8gk-tv9-qmk,,Einstein Brothers,Einstein Brothers,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.499786,-86.802864,1600 10th Ave S,Birmingham,AL,35205,,,,
135035,135035,,zzw-222@8gk-tw7-5mk,,Iron Mountain,Iron Mountain,"Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services",518210,33.445393,-86.85886,240A Lyon Ln,Birmingham,AL,35211,,,,
135068,135068,,224-222@8gk-tt2-nkf,,Quality Petroleum Computer Room,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.443512,-86.8421,200 Oxmoor Blvd,Birmingham,AL,35209,,,,
135884,135884,,227-222@8gk-t8p-n3q,,Reli Title,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.437263,-86.71969,3595 Grandview Pkwy Ste 275,Birmingham,AL,35243,,,,
136158,136158,,224-222@8gk-td5-ghq,,Birmingham Fire And Rescue Service Station 9,,"Justice, Public Order, and Safety Activities",Fire Protection,922160,33.53257,-86.80559,1228 27th St N,Birmingham,AL,35234,,,,
136212,136212,,223-222@8gk-ttf-x5z,,Title Cash,,Nondepository Credit Intermediation,All Other Nondepository Credit Intermediation,522298,33.5019,-86.8704,2730 Bessemer Rd,Birmingham,AL,35208,,,,
137751,137751,,225-227@8gk-ttn-zxq,,Melisa Wilson MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.47366,-86.764595,3300 Cahaba Rd Ste 102,Birmingham,AL,35223,,,,
138154,138154,,225-222@8gk-tmq-8y9,,Living Faith Ministries,,Child Day Care Services,Child Day Care Services,624410,33.615032,-86.67933,1018 Florentine Dr,Birmingham,AL,35215,,,,
138462,138462,,223-222@8gk-tv3-xbk,,Spoonfed Grill,,Special Food Services,Caterers,722320,33.529675,-86.801765,1000 28th St N,Birmingham,AL,35203,,,,
138886,138886,,222-222@8gk-tb7-mtv,,Jefferson Co Counseling Learning Ctr,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,33.60563,-86.76234,50 Long St,Birmingham,AL,35217,,,,
140409,140409,,zzw-224@8gm-96z-mhq,,Jackson Olin High Sch,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,33.518456,-86.89212,1300 Avenue F Ensley,Birmingham,AL,35218,,,,
140465,140465,,zzw-222@8gk-ttg-bff,222-222@8gk-ttg-p35,Rainbow Apparel Store 1502,,Clothing Stores,Women's Clothing Stores,448120,33.49435,-86.87793,2205 Bessemer Rd,Birmingham,AL,35208,,,,
140776,140776,,225-222@8gk-tct-t7q,,Dot's Total Hair Care,,Personal Care Services,Barber Shops,812111,33.552555,-86.81687,3006 27th St N,Birmingham,AL,35207,,,,
141364,141364,,zzw-222@8gk-tv6-dqf,,Sister To Sister African Hair Braiding Cnt Fatima,,Personal Care Services,Beauty Salons,812112,33.529373,-86.77713,4102 Messer Airport Hwy,Birmingham,AL,35222,,,,
141857,141857,,226-222@8gk-tv2-575,zzw-227@8gk-tv2-5j9,SmartFit Weight Management,,Personal Care Services,Diet and Weight Reducing Centers,812191,33.508583,-86.78958,800 Saint Vincents Dr Ste 600,Birmingham,AL,35205,,,,
142605,142605,,222-222@8gk-tc8-rtv,,American Family Care,American Family Care,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.588432,-86.69957,9232 Parkway E,Birmingham,AL,35206,,,,
143892,143892,,224-222@8gk-ttx-gzf,,Randstad,Randstad,Employment Services,Employment Placement Agencies,561311,33.443626,-86.72676,3500 Blue Lake Dr Ste 205,Birmingham,AL,35243,,,,
144335,144335,,222-222@8gk-t8w-kmk,,Montclair Early Learning Center,,Child Day Care Services,Child Day Care Services,624410,33.518673,-86.7444,1415 52nd St S,Birmingham,AL,35213,,,,
144489,144489,,224-222@8gk-tc9-t7q,,Metro by T Mobile Authorized Dealer,,Electronics and Appliance Stores,Electronics Stores,443142,33.58465,-86.70351,9107 Parkway E,Birmingham,AL,35206,,,,
147537,147537,,227-222@8gk-tdn-zs5,,Family Dollar Stores,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.55001,-86.73941,6629 1st Ave N,Birmingham,AL,35206,,,,
148457,148457,,222-223@8gk-td5-6c5,,Always Low Price Auto Glass,,Automotive Repair and Maintenance,Automotive Glass Replacement Shops,811122,33.549805,-86.79379,3520 27th Ave N,Birmingham,AL,35207,,,,
149612,149612,,22j-223@8gk-t8y-r6k,,Shop Epitome Boutique,,Clothing Stores,Women's Clothing Stores,448120,33.52875,-86.717995,1676 Montclair Rd,Birmingham,AL,35210,,,,
149957,149957,,zzw-224@8gk-ttg-b8v,,Money Store,,Nondepository Credit Intermediation,All Other Nondepository Credit Intermediation,522298,33.49379,-86.880165,2121 Bessemer Rd,Birmingham,AL,35208,,,,
150750,150750,,zzw-222@8gk-tt8-835,,Birmingham Fastener,,Building Material and Supplies Dealers,Hardware Stores,444130,33.52151,-86.87843,931 Avenue W,Birmingham,AL,35214,,,,
150942,150942,,224-222@8gk-tpy-q9f,,Domino's Pizza,Domino's Pizza,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.38423,-86.7359,4527 Valleydale Rd,Birmingham,AL,35242,,,,
151664,151664,,zzw-222@8gk-td5-f9f,,Shell Oil,Shell Oil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.53435,-86.7996,3020 12th Ave N,Birmingham,AL,35234,,,,
155887,155887,,222-228@8gk-ttx-bhq,,Brenda Baxley Baxley Insurance Agency,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.43722,-86.72402,1 Perimeter Park S,Birmingham,AL,35243,,,,
156230,156230,,223-222@8gk-tv3-pjv,,Your Pie,Your Pie,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.52594,-86.80746,2311 Richard Arrington Jr Blvd N # 300,Birmingham,AL,35203,,,,
157907,157907,,223-222@8gk-yhk-hnq,,Blooming Babies,,Personal Care Services,Nail Salons,812113,33.36902,-86.81009,3928 Lorna Rd,Birmingham,AL,35244,,,,
159708,159708,,22b-222@8gk-tc9-b6k,,Real Cutz & Stylz,,Personal Care Services,Beauty Salons,812112,33.59569,-86.692696,441 Huffman Rd,Birmingham,AL,35215,,,,
161195,161195,,zzw-222@8gk-tb7-zcq,,RaceTrac,RaceTrac,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.60566,-86.753914,2460 Pinson Valley Pkwy,Birmingham,AL,35217,,,,
162643,162643,,224-222@8gk-tv2-5s5,,Hertz,Hertz,Automotive Equipment Rental and Leasing,Passenger Car Rental,532111,33.51212,-86.793945,2508 5th Ave S,Birmingham,AL,35233,,,,
163171,163171,,222-222@8gk-tch-wzf,,Super Bowling Lanes & Sports Bar,,Other Amusement and Recreation Industries,Bowling Centers,713950,33.65072,-86.71854,4416 Pinson Valley Pkwy,Birmingham,AL,35215,,,,
165813,165813,,224-222@8gk-tdx-swk,,Green Auto Center,,Automotive Repair and Maintenance,General Automotive Repair,811111,33.541473,-86.77432,1021 42nd Pl N,Birmingham,AL,35212,,,,
166911,166911,,22c-222@8gk-t8w-hkf,,Retna Billano MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.51724,-86.74773,840 Montclair Rd Ste 327,Birmingham,AL,35213,,,,
166958,166958,,zzy-224@8gk-tv4-k9f,,Crescendo Bar & Lounge,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.508522,-86.80133,2423 20th St S,Birmingham,AL,35233,,,,
168303,168303,,22f-224@8gk-ttn-yd9,,Synovus,Synovus,Depository Credit Intermediation,Commercial Banking,522110,33.475086,-86.76735,800 Shades Creek Pkwy,Birmingham,AL,35209,,,,
168749,168749,,222-222@8gk-tk5-5fz,,Splash Bounce,,Consumer Goods Rental,All Other Consumer Goods Rental,532289,33.6356,-86.62335,5889 Service Rd,Birmingham,AL,35235,,,,
171244,171244,,225-222@8gk-tt6-r49,,Ford Finance,,Nondepository Credit Intermediation,Consumer Lending,522291,33.505325,-86.86163,1500 3rd Ave W,Birmingham,AL,35208,,,,
171309,171309,,222-222@8gk-tv7-94v,,Radiators,,Automotive Repair and Maintenance,General Automotive Repair,811111,33.527176,-86.79052,3230 Messer Airport Hwy Ste A,Birmingham,AL,35222,,,,
171480,171480,,zzw-222@8gk-tv7-jqf,,Cat Haven Veterinary Clinic,,"Other Professional, Scientific, and Technical Services",Veterinary Services,541940,33.515244,-86.7745,2100 8th Ct S,Birmingham,AL,35205,,,,
171766,171766,,224-222@8gk-tss-mx5,,BP,BP,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.46852,-86.84222,2100 Montevallo Rd SW,Birmingham,AL,35211,,,,
172009,172009,,224-223@8gk-tpx-j5f,222-222@8gk-tpx-j5f,Eyemart Express,Eyemart Express,Offices of Other Health Practitioners,Offices of Optometrists,621320,33.428535,-86.70637,420 Cahaba Park Cir,Birmingham,AL,35242,,,,
172220,172220,,229-222@8gk-tcx-3nq,,Greater New Bethel Baptist Church,,Religious Organizations,Religious Organizations,813110,33.563446,-86.77942,4113 Inglenook St,Birmingham,AL,35217,,,,
175377,175377,,222-223@8gk-tt7-7yv,222-222@8gk-tt7-7yv,Western Union,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,33.50035,-86.84496,668 Lomb Ave SW,Birmingham,AL,35211,,,,
175917,175917,,zzw-225@8gk-ttx-94v,zzy-222@8gk-ttx-8sq,GolfTec,GolfTec,Other Amusement and Recreation Industries,Golf Courses and Country Clubs,713910,33.43749,-86.72867,3439 Colonnade Pkwy Ste 400,Birmingham,AL,35243,,,,
176557,176557,,zzw-223@8gk-tv7-3t9,,American Job Centers,American Job Centers,Employment Services,Employment Placement Agencies,561311,33.51801,-86.785065,3216 4th Ave S,Birmingham,AL,35222,,,,
176887,176887,,22k-222@8gk-tdr-yqf,,Ruffner Relics,,Used Merchandise Stores,Used Merchandise Stores,453310,33.562195,-86.71328,8041 Rugby Ave,Birmingham,AL,35206,,,,
176926,176926,,222-225@8gk-tmt-tsq,,Worship Center Christian Church Inc,,Religious Organizations,Religious Organizations,813110,33.57449,-86.64921,100 Derby Pkwy,Birmingham,AL,35210,,,,
177967,177967,,zzw-222@8gk-tv7-d35,,Vcm Sales,,Automobile Dealers,Used Car Dealers,441120,33.527798,-86.79344,3125 7th Ave N,Birmingham,AL,35203,,,,
179214,179214,,225-222@8gk-tsx-99f,,Hands of Heart Home Caregivers,,Home Health Care Services,Home Health Care Services,621610,33.473526,-86.82159,201 Beacon Pkwy W Ste 111,Birmingham,AL,35209,,,,
180197,180197,,zzy-223@8gm-9n9-5mk,,New St John Baptist Church,,Religious Organizations,Religious Organizations,813110,33.468906,-86.96161,1560 Pleasant Grove Rd,Birmingham,AL,35061,,,,
180290,180290,,zzw-223@8gk-tsy-6x5,,Terri Jones Exit Justice Realty,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,33.441093,-86.83231,324 Commons Dr,Birmingham,AL,35209,,,,
182200,182200,,zzw-222@8gk-td5-tsq,,Ferguson,Ferguson,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,423720,33.532368,-86.79458,3225 Richard Arrington Jr Blvd N,Birmingham,AL,35234,,,,
182245,182245,,222-222@8gk-tmm-tn5,,Hooters,Hooters,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.594746,-86.648346,1917 Edwards Lake Rd,Birmingham,AL,35235,,,,
182507,182507,,zzy-222@8gk-tv4-k9f,,Basecoat On Fifth,,Personal Care Services,Nail Salons,812113,33.508827,-86.80073,2008 5th Ave S,Birmingham,AL,35233,,,,
183544,183544,,226-222@8gk-tv7-7kf,,Delta Pawn,,Nondepository Credit Intermediation,All Other Nondepository Credit Intermediation,522298,33.516636,-86.7808,3421 6th Ave S,Birmingham,AL,35222,,,,
183816,183816,,zzw-222@8gk-tcz-x3q,,Shell Oil,Shell Oil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.541477,-86.8273,1714 Finley Blvd,Birmingham,AL,35204,,,,
186428,186428,,zzw-222@8gk-tv2-qvf,,Life Purpose,,Home Health Care Services,Home Health Care Services,621610,33.496048,-86.79313,1600 20th St S,Birmingham,AL,35205,,,,
186541,186541,,222-222@8gk-tv2-33q,,Easter Seals of the Birmingham Area,,Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),623110,33.51467,-86.792076,2717 3rd Ave S,Birmingham,AL,35233,,,,
188415,188415,,226-222@8gk-ttg-7nq,,Far Electronics,,Electronic and Precision Equipment Repair and Maintenance,Consumer Electronics Repair and Maintenance,811211,33.497555,-86.87879,2134 Warrior Rd,Birmingham,AL,35208,,,,
189890,189890,,zzw-222@8gk-tdw-4jv,,Vincent Oliver's Hippodrome Barber Shop,,Personal Care Services,Barber Shops,812111,33.54067,-86.752174,5530 1st Ave N,Birmingham,AL,35212,,,,
191335,191335,,226-222@8gk-tvw-9mk,,Chevron,Chevron,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.466618,-86.88317,1800 31st St SW,Birmingham,AL,35221,,,,
192342,192342,,zzy-224@8gk-tqp-9j9,,Kutz 280,,Personal Care Services,Beauty Salons,812112,33.405872,-86.66482,5510 Us 280,Birmingham,AL,35242,,,,
192472,192472,,zzw-223@8gk-tv9-wrk,,UAB Pediatric Neuromotor Clinic,,Offices of Other Health Practitioners,Offices of All Other Miscellaneous Health Practitioners,621399,33.509537,-86.80671,1720 2nd Ave S,Birmingham,AL,35294,,,,
193224,193224,,225-222@8gk-tv4-7nq,,Electromagnetic Marketing,,"Management, Scientific, and Technical Consulting Services",,5416,33.51192,-86.812546,1500 1st Ave N Mailbox 46,Birmingham,AL,35203,,,,
193967,193967,,zzw-224@8gk-tt6-r8v,,Rama's African Hair Braiding,,Personal Care Services,Beauty Salons,812112,33.50529,-86.86038,1408 3rd Ave W,Birmingham,AL,35208,,,,
196454,196454,,zzw-222@8gm-95f-9pv,,Shady Grove Baptist Church,,Religious Organizations,Religious Organizations,813110,33.536983,-86.87692,101 Church Ave,Birmingham,AL,35214,,,,
200841,200841,,222-222@8gk-tv9-xdv,222-225@8gk-tv9-xdv,Kirklin Clinic Uab,,Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310,33.508053,-86.80028,2000 6th Ave S,Birmingham,AL,35233,,,,
201082,201082,,zzw-222@8gk-tt7-2zf,,The Lobby,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.506298,-86.85958,1326 4th Ct W,Birmingham,AL,35208,,,,
201400,201400,,zzw-223@8gk-td2-6tv,,Aramark Uniform Services,,Clothing Stores,Other Clothing Stores,448190,33.542812,-86.81648,2312 25th St N,Birmingham,AL,35234,,,,
202730,202730,,222-223@8gk-tv4-mc5,,The Downtown Church,,Religious Organizations,Religious Organizations,813110,33.512253,-86.797295,300 24th St S,Birmingham,AL,35233,,,,
202775,202775,,zzy-222@8gk-tc9-bkz,,Conn's,Conn's,Electronics and Appliance Stores,Electronics Stores,443142,33.59575,-86.69455,9530 Parkway East Roebuck,Birmingham,AL,35215,,,,
203592,203592,,222-222@8gk-tvb-45f,,K & M Auto Services,,Automotive Repair and Maintenance,General Automotive Repair,811111,33.49422,-86.81925,501 University Blvd,Birmingham,AL,35205,,,,
204209,204209,,224-222@8gk-tv9-jqf,,Regions Field,,Spectator Sports,Sports Teams and Clubs,711211,33.507343,-86.81077,1401 1st Ave S,Birmingham,AL,35233,,,,
206195,206195,,227-222@8gk-tdw-4jv,,The Hangout Bham,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.539764,-86.75257,5505 1st Ave N,Birmingham,AL,35212,,,,
206752,206752,,zzw-222@8gk-tvb-9mk,,Wingfoot,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,33.50104,-86.8157,506 10th St S,Birmingham,AL,35233,,,,
209510,209510,,22b-222@8gk-ttd-3bk,,Our Future Childcare Center,,Child Day Care Services,Child Day Care Services,624410,33.48666,-86.862526,1698D Tuscaloosa Ave SW,Birmingham,AL,35211,,,,
212047,212047,,222-222@8gk-tt9-d35,,Birmingham Civil Rights Institute,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,33.516018,-86.81457,520 16th St N,Birmingham,AL,35203,,,,
213053,213053,,227-222@8gk-tdp-3bk,,Eastlake Tire Center,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,33.550533,-86.73885,6707 1st Ave N,Birmingham,AL,35206,,,,
215635,215635,,22d-222@8gk-tv2-mhq,,The Yoga Circle,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.497746,-86.79222,1425 Richard Arrington Jr Blvd S Ste 200,Birmingham,AL,35205,,,,
216745,216745,,223-222@8gk-t8z-jvz,,Hope Lutheran Church,,Religious Organizations,Religious Organizations,813110,33.525864,-86.71965,4800 Montevallo Rd,Birmingham,AL,35210,,,,
218354,218354,,222-223@8gk-tpy-q75,,Buck William P Jr Dr,,Offices of Dentists,Offices of Dentists,621210,33.383778,-86.73483,1 Buckton Rd,Birmingham,AL,35242,,,,
219910,219910,,224-224@8gk-tv3-vvf,,Courtney Ingalls Realtor,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,33.51666,-86.790504,2901 2nd Ave S Ste 230,Birmingham,AL,35233,,,,
221537,221537,,224-223@8gk-tsw-ht9,,Beacon Parkway Texaco,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.476128,-86.81602,700 Valley Ave,Birmingham,AL,35209,,,,
222604,222604,,223-222@8gk-tv2-3bk,,Architectural Heritage,,Used Merchandise Stores,Used Merchandise Stores,453310,33.51574,-86.79241,200 28th St S,Birmingham,AL,35233,,,,
223511,223511,,222-222@8gk-tby-t9z,,Pleasant Hill Missionary Baptist Church,,Religious Organizations,Religious Organizations,813110,33.59931,-86.724266,657 Lawson Rd,Birmingham,AL,35217,,,,
224039,224039,,224-223@8gk-tt6-3kf,,Chevron,Chevron,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.50505,-86.85332,1017 3rd Ave W,Birmingham,AL,35204,,,,
224765,224765,,zzw-223@8gk-ttn-yqf,,QuoteSouth Insurance,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.474216,-86.76909,600 Luckie Dr Ste 305,Birmingham,AL,35223,,,,
225154,225154,,222-224@8gk-tqq-3h5,,Attractional Marketing,,"Advertising, Public Relations, and Related Services",,5418,33.400036,-86.66476,4000 Eagle Point Corporate Dr,Birmingham,AL,35242,,,,
